userid,track,artist,genre,city,time,day
D067AB86,Ave Maria (Caccini),Argishty (Duduk),caucasian,Shelbyville,20:03:43,Monday
3802790B,La Murga De Panama,Papa Brandao Y Su Conjunto Aires Tablenos,latin,Shelbyville,20:11:45,Monday
22271FBA,Piano Paris,GALYA,classical,Shelbyville,09:29:48,Friday
A92B142A,No. 15 Sostenuto in D-Flat Major,Marc Laforet,classical,Shelbyville,21:11:35,Monday
4E48BA34,Famous Last Words,Eternal Summers,alternative,Shelbyville,08:23:51,Wednesday
FBD7369C,Buy Me a Drink,Marz,hiphop,Shelbyville,08:39:23,Wednesday
7C6EFFD9,Yo Busque,Amir,french,Shelbyville,14:18:15,Monday
E08699CB,Mary Did You Know,Mary J. Blige,holiday,Shelbyville,21:27:17,Friday
EAAE074B,Be Ok!,Dean Newton,electronic,Shelbyville,21:50:15,Friday
72C4EDDD,Intermission,John Stephens,electronic,Shelbyville,13:57:56,Wednesday
F9EAD7E9,Running Wild,Robert Parker,dance,Shelbyville,08:25:55,Friday
F058A93E,Kill Each Other/Live Forever,Scars On Broadway,alternative,Shelbyville,14:40:29,Friday
E2D0AB8B,Chasing Rainbows,Rev. Horton Heat,rnr,Shelbyville,13:01:50,Wednesday
2B52D403,Moby,Akir,dance,Shelbyville,21:40:33,Friday
AE8589BC,Stupid Things,Four Of Diamonds,pop,Shelbyville,09:16:08,Monday
B28C5B6E,Last Christmas,Kotaro Oshio,pop,Shelbyville,13:44:44,Monday
5280FF37,Operate,Kill Paris,dance,Shelbyville,09:24:41,Wednesday
D12A02B0,Rebel,Crashdïet,metal,Shelbyville,09:00:27,Wednesday
DF8CDB86,Ghiribizzi No. 2: Portuguese Wizards,Ewan Dobson,easy,Shelbyville,08:46:04,Wednesday
DBB324A1,Runnin',Wajatta,electronic,Shelbyville,20:59:53,Friday
3ACD93B4,Take Me Home Country Roads,Freddy Quinn,pop,Shelbyville,21:58:53,Friday
859C8522,Malbec,Aqua Breeze,pop,Shelbyville,20:29:00,Friday
FFB692EC,Col (Picture Of Everything You Lost),Umin,electronic,Shelbyville,09:29:35,Monday
E507BBE,Come On!,Wham!,estrada,Shelbyville,20:11:13,Monday
29917093,Everybody Just Be Cool,Ken Cormier,pop,Shelbyville,20:23:16,Friday
74DAAAB0,Legalize,Mar-T,dance,Shelbyville,21:25:14,Monday
E30751EA,Better Than This,Point Defiance,rock,Shelbyville,14:19:26,Friday
B743E32B,Kiss By Kiss,Chris Blizzard,easy,Shelbyville,20:17:36,Friday
29276D0F,New World,Alexey Kosenko,electronic,Shelbyville,13:15:24,Wednesday
370EB1ED,Higher,Magnus Karlsson’s Free Fall,metal,Shelbyville,09:00:52,Wednesday
B0A8BBD3,Workout 2018 Top 100 Hits Hard Psychedelic Techno Trance,Workout Trance,fitness,Shelbyville,08:39:40,Monday
720A5456,Move Your Body [Feat. Corey Andrew],unknown,deep,Shelbyville,15:00:26,Monday
C920EB3A,Give 'em What They Want,American Gentlemen,pop,Shelbyville,08:28:37,Wednesday
452C4529,Walls Come Tumbling Down,Route 94,deep,Shelbyville,14:51:18,Wednesday
2BA6C1A3,Mage,Megaton Leviathan,numetal,Shelbyville,20:49:11,Wednesday
17D233AB,As Cool as I Am,Dar Williams,folk,Shelbyville,21:18:41,Friday
61D32C1A,Happy Vibes (feat. Maryam),MARYAM,electronic,Shelbyville,21:57:42,Friday
3B375C5,Get It On,Only Real,alternative,Shelbyville,13:30:00,Monday
9A01542,Rock Me Amadeus,Umbra Et Imago,electronic,Shelbyville,20:14:55,Monday
FBB1EDE2,Captured,Daria Fisher,electronic,Shelbyville,09:47:35,Monday
C62F5EA0,The Opener,Camp Cope,indie,Shelbyville,21:42:30,Wednesday
71440F30,Another Way,Akkadia,dance,Shelbyville,09:14:55,Wednesday
3450B972,Fancy,Grey Killer,triphop,Shelbyville,20:27:18,Friday
525145C3,House Of Glass,Worship,rock,Shelbyville,20:45:02,Friday
75BBC109,Chaney Can't Quite Riff Like Helmet's Page Hamilton,Evergreen Terrace,metal,Shelbyville,20:25:01,Wednesday
CF7F66B6,Ganja Gun,DROPKILLERZ,unknown,Shelbyville,20:10:15,Wednesday
6878926B,Slaves For Live,Amaseffer,rock,Shelbyville,21:23:21,Friday
F586AA94,Heart Beat,Electro Lounge All Stars,chill,Shelbyville,13:07:59,Friday
E4F8C670,Homebound,The Cold Harbour,alternative,Shelbyville,21:31:03,Wednesday
56EE58A7,Sawt nsaa,Soultana,hiphop,Shelbyville,14:34:46,Monday
BECFFF40,Na Na Na (Dulce Niña),unknown,pop,Shelbyville,20:38:29,Monday
C7BE9443,Satisfaction,Billy McIntyre & His All Star Ceilidh Band,world,Shelbyville,21:51:49,Wednesday
8E287B02,Standing In The Right Place,Belarus,rock,Shelbyville,09:27:41,Friday
7AD7A6B4,March From The River Kwai,Mitch Miller & Orchestra,pop,Shelbyville,14:28:59,Monday
1EF45534,Skull & Bones,A.A. Bondy,rock,Shelbyville,20:35:00,Monday
AD078027,A Little Bit Stronger,Leighton Meester,soundtrack,Shelbyville,14:32:44,Friday
91739CD7,All I Need Is You,unknown,ruspop,Shelbyville,13:38:08,Friday
A498924A,Doom,Samplifire,dance,Shelbyville,09:49:23,Wednesday
9DDB28C0,Squeak It Up,AC Slater,dance,Shelbyville,21:37:02,Monday
1EB1221E,Ena H Kanena,Anna Vissi Antonis Remos,pop,Shelbyville,20:07:59,Monday
67311B34,Three Lions,unknown,folk,Shelbyville,20:36:13,Monday
36B94C2F,Hum Tumhen Chahte Hain,Kanchan,soundtrack,Shelbyville,14:40:21,Monday
485DD775,De la volga au don,unknown,ruspop,Shelbyville,13:36:25,Wednesday
AF4CECAA,unknown,unknown,hiphop,Shelbyville,14:16:38,Friday
B2457041,Orishas Llego,Orishas,hiphop,Shelbyville,20:05:42,Wednesday
19FCD83D,O'rtanar yurak,Otash Xijron,uzbek,Shelbyville,09:22:41,Friday
456FBDD2,Sad as a Truck,Mugison,electronic,Shelbyville,21:26:32,Friday
4067B1C5,Viva Agostini,Zeke,hard'n'heavy,Shelbyville,20:03:27,Monday
9E3FB6F5,Rainforest Ambience with Water,Digiffects Sound Effects Library,soundtrack,Shelbyville,20:01:29,Friday
807DDAF6,El Forga Moura,Haim,world,Shelbyville,21:11:00,Friday
A80CDC5A,The Glow of Love,CHANGE,pop,Shelbyville,14:12:16,Wednesday
AA9E1842,Star Wars Imperial March,Beaten Track,soundtrack,Shelbyville,14:16:06,Wednesday
9E0D6F4F,In the Arms of Flowers,Ruby Throat,folk,Shelbyville,20:07:28,Monday
2206FC46,Darkening Sky,Peter Bradley Adams,folk,Shelbyville,13:01:24,Monday
6DC5CB4B,What a Lovely Day,"Rony ""Mr. Smooth"" Thomas",jazz,Shelbyville,09:16:41,Monday
632BFBA5,unknown,unknown,world,Shelbyville,14:10:41,Wednesday
1D652713,Mirage,Glen Drover,progressive,Shelbyville,21:12:55,Friday
A21BFB9B,In My Blood,Kai Wachi,dance,Shelbyville,08:16:12,Friday
AE4FFB9B,Recovery,Calm Collected,rock,Shelbyville,08:35:10,Friday
E19C33C4,Real Life,Julius Beat and Eddy Karmona,electronic,Shelbyville,21:08:41,Monday
D797C3EA,Sea Green See Blue,Jaymay,country,Shelbyville,14:59:33,Friday
8392275C,3-07,Philo,dance,Shelbyville,21:07:03,Monday
4FF8E918,Ni La Hora,Ana Guerra,pop,Shelbyville,14:16:28,Wednesday
FC321C04,Your Call,Secondhand Serenade,rock,Shelbyville,14:36:51,Wednesday
1189FBD9,Bastard,SEREBRO,ruspop,Shelbyville,09:33:54,Wednesday
A450ACDD,Mississippi Mud,unknown,jazz,Shelbyville,20:42:34,Monday
B0C9920E,Weak,Skunk Anansie,alternative,Shelbyville,13:17:21,Wednesday
C616F5F4,FILA,Vata,rusrap,Shelbyville,20:09:17,Wednesday
FC41DFD1,Another Brick in the Wall,Will Barber,blues,Shelbyville,08:45:39,Monday
764A4FF7,The Last Rose Of Summer,Kanako Ito,classical,Shelbyville,13:39:21,Wednesday
1A6DFDB2,Night Train,The Ray Brown All Stars,jazz,Shelbyville,20:32:29,Wednesday
631237D1,One Way Ticket to My Bed,Hut,local,Shelbyville,09:49:31,Friday
1A9D91C3,A+,Felony Fame,rap,Shelbyville,20:18:27,Monday
541644BB,Reach for Me,unknown,religious,Shelbyville,14:01:40,Friday
694D93E2,Make Moves,Johnny B,hiphop,Shelbyville,14:56:17,Friday
C16D1614,Açtım Dünyaya Kollarımı,Volkan Akmehmet,soundtrack,Shelbyville,20:35:21,Wednesday
1DFA527D,Kolossal,Gianna Nannini,pop,Shelbyville,13:44:33,Monday
17434E51,Small Fast Running Mountain Stream Bubbles with Cicada Sizzle in Background,Hollywood Edge,other,Shelbyville,08:32:46,Friday
318F8E86,HAL,unknown,techno,Shelbyville,08:28:45,Monday
F31D7BB5,unknown,unknown,jazz,Shelbyville,08:47:48,Wednesday
FDFC828,Peur,Vin's,rap,Shelbyville,14:00:38,Wednesday
BB5643C,The Operatic Meow Prelude,Al-pha-X,electronic,Shelbyville,14:01:06,Friday
8A0D580B,Bikhial,Sasy,world,Shelbyville,21:44:22,Monday
F227BFC0,Margot's Song,Joe Buffardi & Rainer Freytag,rock,Shelbyville,13:27:33,Friday
EF62F1B5,To Be Gone,Ivory,rusrock,Shelbyville,08:15:13,Monday
76AF62F2,Rebels,Ohana Bam,hiphop,Shelbyville,21:08:57,Wednesday
86059FBF,unknown,unknown,classicmetal,Shelbyville,20:04:47,Friday
B16C6E02,The Power (Extended),DJ Fresh,dance,Shelbyville,20:41:24,Wednesday
F8E18C94,Open Frontier,John Monkman feat. Liz Cass,unknown,Shelbyville,13:09:48,Monday
756CB148,Overflow,Ivanshee,dance,Shelbyville,13:34:17,Friday
6AD9DB50,Malaguena Lecuona,Ben Woods,world,Shelbyville,09:35:02,Monday
41E28BBC,Hello 2016,Brooke Jordan,dance,Shelbyville,09:31:21,Friday
FDF68817,The Nobleman,The Mire,progmetal,Shelbyville,20:51:14,Monday
C6865D2D,Trick,Cloud Maze,local,Shelbyville,13:03:25,Friday
96D3D801,Don't Trust Me!,Unlockedoor,soundtrack,Shelbyville,20:32:22,Monday
FC020AA2,Cry About It,MaryjaneDaniel,metal,Shelbyville,08:58:47,Friday
E7442888,Sweet Sweet,Alexandra,ruspop,Shelbyville,14:25:39,Wednesday
A3F2AB42,BRAH,Danny Avila,dance,Shelbyville,09:52:15,Friday
F3D7493D,Big City Life,Adam Gorlizki,pop,Shelbyville,21:41:13,Monday
334E6744,Para la Niña Que Me Gusta,MC Richix,latin,Shelbyville,13:56:22,Wednesday
F6460FDD,The Girl with Golden Hair,June Saturday,disco,Shelbyville,13:23:11,Wednesday
5EF292C6,Beat the Beat,unknown,indie,Shelbyville,09:17:52,Monday
5BD1C08E,What Happened,Rave Busterz,dance,Shelbyville,08:50:02,Friday
783561B1,Never Look At The Sun,The Delgados,alternative,Shelbyville,14:52:54,Wednesday
81403F8,Powertrip,DallasK,dance,Shelbyville,08:43:50,Monday
2DBC033F,The King (The Libra Priest Suite),Chinese Man,dance,Shelbyville,20:30:25,Friday
E6E90917,Battle for Nemesia,Peter Crowley,classical,Shelbyville,13:32:52,Wednesday
5DBD1DD0,The Fool,The Muses Rapt,electronic,Shelbyville,13:16:35,Wednesday
1B3DB380,Alsa,RADIO LUXEMBOURG,french,Shelbyville,08:34:20,Wednesday
426BFC8C,Leave U Here,Sebastian Davidson,dance,Shelbyville,20:54:37,Monday
8715EEB0,Summer Nights,The Theatreland Chorus,miscellaneous,Shelbyville,08:43:18,Wednesday
F4B53654,Dile a La Gente,Heizel,latin,Shelbyville,20:11:00,Wednesday
2D33D2C,Athena,Dart Rayne,dance,Shelbyville,09:59:02,Wednesday
2A247A41,Afterparty,KAN,ruspop,Shelbyville,14:50:29,Wednesday
E5E63D4D,Kingpin,RL Grime,electronic,Shelbyville,20:48:17,Monday
18B90E75,Climbing Out,Johnny Klimek,film,Shelbyville,20:14:46,Monday
9ED46F2B,Run,Emma Bale,pop,Shelbyville,20:36:24,Wednesday
BD6720C6,Charlie Stone,Patrick Lemaître,miscellaneous,Shelbyville,21:57:27,Friday
886974CC,I Live the Life I Love,Willie Buck,blues,Shelbyville,13:55:11,Friday
CEDEB415,Christmas in Your Eyes,unknown,dance,Shelbyville,21:12:32,Friday
48F80696,I Know,Rocket,rusrap,Shelbyville,08:40:42,Wednesday
CEA18B4E,El Diablo,Arcadia,pop,Shelbyville,22:00:05,Friday
A6577698,When I Look at You,Emalkay,dubstep,Shelbyville,08:26:02,Wednesday
55DA2D68,Bye Bye Sonyé,DJ Abdel,hiphop,Shelbyville,09:33:11,Friday
9F7E122A,Too Tight,Con Funk Shun,rnb,Shelbyville,09:08:38,Wednesday
58D801A1,It Don't Matter,Hawk Doe,hiphop,Shelbyville,20:43:48,Monday
2BA6C1A3,Branson the Bear,Asfirefalls,metal,Shelbyville,20:19:26,Wednesday
AA58EA6F,Mot,Warpboy,pop,Shelbyville,20:31:31,Monday
3AFAFE9C,Joy to the World,Libera,classical,Shelbyville,21:45:58,Monday
7A618843,Blow Mr. Dexter,Dexter Gordon,jazz,Shelbyville,08:54:50,Monday
B66F22D0,In Hell,Choking Victim,punk,Shelbyville,21:24:40,Wednesday
EDDF0803,Liszt: Hungarian Rhapsody No.2 in C sharp minor S.244,Roberto Szidon,classical,Shelbyville,14:34:50,Monday
31B9D6E,Not Yours,HALIE,pop,Shelbyville,20:24:55,Monday
3BE6536C,Bugatti,unknown,rusrap,Shelbyville,20:41:45,Wednesday
B86AD356,I'm Too Sexy,Right Said Fred,pop,Shelbyville,14:32:36,Wednesday
2DB2473B,Scarab Club,Theatre Bizarre Orchestra,jazz,Shelbyville,20:43:41,Friday
EAF763E8,The Secret,Our Waking Hour,rock,Shelbyville,20:11:41,Wednesday
7DF42BC5,Body Language,unknown,house,Shelbyville,14:28:24,Monday
DF952231,Temporale,Benji & Fede,pop,Shelbyville,13:16:14,Wednesday
10E95850,Man of the Family,Jeanne Carson,melodic,Shelbyville,14:24:14,Monday
655605CA,Riks Raks Poks,Gasellit,rap,Shelbyville,09:04:06,Wednesday
24C7E032,Mi Novia,Los Jilgueros Del Arroyo,latin,Shelbyville,20:29:40,Friday
8392275C,Chopin: 12 Etudes Op.10 - No.1 In C,Maurizio Pollini,classical,Shelbyville,20:21:45,Monday
6E08FBF,Out of the Fly Bottle,West Philadelphia Orchestra,world,Shelbyville,14:05:26,Friday
1EC0CFE,Medusa,unknown,psychedelic,Shelbyville,09:03:46,Friday
6A0A5671,Dice,unknown,house,Shelbyville,20:07:41,Monday
216F2FE3,Domenica Bestiale,Italian Singers,pop,Shelbyville,15:00:04,Wednesday
E595E655,unknown,unknown,alternative,Shelbyville,09:20:07,Monday
B26F6039,Girls On Film,Duran Duran,pop,Shelbyville,21:24:08,Friday
13788492,The Monster,DJ Carlo Showcase,dance,Shelbyville,14:09:52,Wednesday
87AFB98,Vai Acelerando,Dennis Dj,baile,Shelbyville,13:13:41,Wednesday
6E909251,Machine (2015 Remake),Faustix,electronic,Shelbyville,21:51:36,Monday
8CADF543,Bored Ignored,Monokens,local,Shelbyville,21:32:02,Wednesday
A1D05218,Heartbreak Diet,Salen,pop,Shelbyville,13:00:09,Wednesday
CD680687,Crashing,Ünloco,metal,Shelbyville,08:50:58,Wednesday
5D77CAF,Crossing The Universe,Di Miro,dance,Shelbyville,14:50:28,Wednesday
553F4894,Esto No Es Sincero,Adexe & Nau,latin,Shelbyville,09:11:46,Monday
E947034C,Old Black Drawing,Frank Black,rock,Shelbyville,14:18:02,Friday
AF7D4CDA,The Key Is Inside,Pobeda,rock,Shelbyville,08:31:36,Wednesday
2F1E321B,Poker Face (Lady Gaga),Monster Jamz,pop,Shelbyville,21:41:57,Monday
6731F245,Playful,Sly & Robbie,dub,Shelbyville,21:08:58,Friday
8E221895,Funk for Food,Moderator,hiphop,Shelbyville,20:48:59,Wednesday
CA5644F8,Feels Like Home (Red Velvet Dress),Spada,electronic,Shelbyville,21:19:12,Monday
12E3BDDC,Baku,unknown,rusrap,Shelbyville,09:29:48,Wednesday
342E1D13,Faded on the Low (feat. Chadroto & Rave),Shoplift Spittz,hiphop,Shelbyville,09:36:29,Wednesday
5EF4FED2,Black Gold,Neus,electronic,Shelbyville,21:38:12,Friday
E1117826,Fossils,Birds In Row,alternative,Shelbyville,13:26:31,Wednesday
92CEFCB2,Groove On,unknown,electronic,Shelbyville,08:48:03,Friday
9B243AF9,Trooper,James Lavelle,soundtrack,Shelbyville,13:03:02,Monday
56D05C6B,Ja A Ty,Majk Spirit,hiphop,Shelbyville,21:17:33,Friday
37DB5D5B,Stop All the Clocks Song,Nemo Shaw,rock,Shelbyville,21:53:39,Wednesday
F8A29F0E,Walk the Dinosaur,Kids - Children,pop,Shelbyville,14:46:25,Friday
7A31A6F3,Bush Fire,Cannons,instrumental,Shelbyville,09:44:31,Wednesday
1F48061A,Pohu,unknown,rusrap,Shelbyville,14:53:16,Monday
E4B266B4,Opia,Hedflux Alex Delfont,dance,Shelbyville,13:28:39,Monday
902F8D37,Racehorse: Get Married!,Jordaan Mason & the Horse Museum,folk,Shelbyville,09:10:47,Friday
D1CC5E2,Another Day in Paradise,KTB,dance,Shelbyville,20:10:46,Friday
2E8A0366,Pretending Perfection,Huey Mack,hiphop,Shelbyville,14:37:26,Monday
3DA697DB,Szomorú Vasárnap (gloomy Sunday),Vardos,world,Shelbyville,14:02:54,Wednesday
6591AB42,Rap French,Lil Captain,hiphop,Shelbyville,14:29:16,Wednesday
ED09B4F3,I'm Leaving,Kiosk,world,Shelbyville,14:05:33,Monday
F3763E03,Adiemus,Madre Natura,dance,Shelbyville,09:03:17,Monday
5304A11,Shelter,SBCR,dance,Shelbyville,09:33:12,Monday
D84648DA,Awaiting the Shining,Graveworm,epicmetal,Shelbyville,20:34:35,Monday
71DEF784,So much faith,Frenetic Virtual Orchestra,local,Shelbyville,14:39:09,Wednesday
4A1920B4,La giraffa Raffaella,La Brigata Canterina,children,Shelbyville,08:32:07,Friday
6836A7E9,Herzmuskel,Palais Schaumburg,electronic,Shelbyville,09:54:04,Monday
F2485269,Je voudrais chanter,Edouard Edouard,pop,Shelbyville,20:16:04,Monday
18292598,Moscow Calling,unknown,rusrock,Shelbyville,13:25:31,Friday
8D91F03F,Net Rock,Automatic Chance,electronic,Shelbyville,09:30:36,Wednesday
66630E7C,Om Nama Shivaya,Tony Khalife,spiritual,Shelbyville,08:18:39,Friday
87A03D65,Celebrate,"James ""Kelly Fox"" Davis",spiritual,Shelbyville,21:07:24,Friday
8CDC40D4,Gone With You,Am I Blood,rock,Shelbyville,20:46:16,Monday
B0832E41,Pimeyden Morsian,unknown,industrial,Shelbyville,09:32:54,Monday
A216D162,Universe Inside Me,unknown,electronic,Shelbyville,20:03:43,Wednesday
192CA403,En Route,Dynamite Jonez L.O.V.E. & Marcus Dixon,hiphop,Shelbyville,14:32:10,Monday
5DCD4F8E,Requiem,Saxon,classicmetal,Shelbyville,21:39:22,Friday
8FA89633,Somos Fuego,Bely Basarte,pop,Shelbyville,20:51:37,Wednesday
E6F7F779,No Future,Wolfstream,electronic,Shelbyville,09:24:50,Monday
2969B9A1,I Am Somebody,Technasia,tech,Shelbyville,09:47:26,Wednesday
3FC9E03A,SAD SONG,KUKOYAKA,rusrap,Shelbyville,09:34:57,Wednesday
9A778D5D,Bendita Tu Luz,Maná,latin,Shelbyville,21:54:12,Wednesday
71440F30,Control,Havsun,pop,Shelbyville,08:58:03,Wednesday
EF499AD0,Love Me Now,Alan Farato,dance,Shelbyville,13:10:43,Friday
1ED96045,Stella Maris,unknown,rusrock,Shelbyville,20:13:17,Monday
A46B860,Duke of Earl,Gene Chandler,rnb,Shelbyville,14:09:42,Wednesday
F4317086,Through the Barricades,No Horizons,dance,Shelbyville,09:46:26,Wednesday
4BE32BFF,Motýli,Mandrage,pop,Shelbyville,08:03:47,Wednesday
F7A8FB8E,Complex,Fatal Vision,punk,Shelbyville,14:38:50,Monday
33165F33,Kosmos / Kepler 78-B,Aloft,rock,Shelbyville,13:29:34,Wednesday
10EA19FF,Ohio Fried Chicken,Jake Paul,rap,Shelbyville,20:41:12,Wednesday
3D589BC1,Alive,unknown,ruspop,Shelbyville,08:14:52,Wednesday
AEA77CB6,Last Place To Hide,Welder & Seed,electronic,Shelbyville,09:31:15,Friday
D6A17B0A,Light the Way,Marvin Sapp,gospel,Shelbyville,09:42:50,Monday
4BAA8999,Le réveil profond,Joëlle Léandre,classical,Shelbyville,09:55:23,Friday
8A1FC15B,We On,Yung Venom,hiphop,Shelbyville,14:32:05,Monday
C98D482A,The Town of Gravity Falls,Allegra Rosenberg,pop,Shelbyville,20:54:12,Monday
F9EAD7E9,Get Loose Get Loose,Hugo Mari,deep,Shelbyville,14:15:47,Wednesday
8D4BEAEE,I Entered,Susperia,metal,Shelbyville,13:01:24,Friday
F1EB302A,He's So Fine,The Chiffons,rock,Shelbyville,09:41:48,Monday
835B91C4,Johnny Go!,NikitA,ruspop,Shelbyville,21:14:38,Monday
6A09EF8C,J.S. Bach: Toccata and Fugue in D minor,Ton Koopman,classical,Shelbyville,09:34:54,Monday
AB94AE50,The Upset,Logica,psychedelic,Shelbyville,09:54:06,Friday
F2387D06,Piano Sonata No. 15 in F Major K. 533: I. Allegro,Christian Chamorel,classical,Shelbyville,21:19:51,Monday
8AF03A57,Widescreen,Pinch,dance,Shelbyville,21:04:12,Wednesday
66DFDC0B,The Man with the Red Face,MEUTE,electronic,Shelbyville,20:22:15,Monday
B9CF8384,Love Comes,Esna,k-pop,Shelbyville,08:39:08,Wednesday
AF570E33,Free Radicals: Track 1,David Hudson,unknown,Shelbyville,14:00:59,Wednesday
A6CBB60B,Infiltration,Martin O'Donnell,soundtrack,Shelbyville,13:31:02,Monday
2836440B,Mine,Tommy Crown,rnb,Shelbyville,20:02:21,Wednesday
7E8EC60F,A Moment in Time,Sixteenth Moon,new,Shelbyville,13:14:56,Friday
50B5C20C,Naruto,unknown,ambient,Shelbyville,14:52:45,Monday
6CE41BE,Not Giving a F*Ck,Skippy Ickum,hiphop,Shelbyville,14:48:28,Wednesday
EEB2FA4F,Nina,Gunter Bombe,schlager,Shelbyville,13:35:24,Monday
B79635F9,The Path,Perpetual Fate,rock,Shelbyville,21:33:00,Monday
A9FB239E,Choose Me,Deetron,dance,Shelbyville,13:22:51,Friday
CBA3A834,Holding on for Life,Broken Bells,alternative,Shelbyville,13:37:01,Friday
C9AD01EF,Welcome to the Party,Kelleigh Bannen,country,Shelbyville,08:23:56,Monday
D83C3DD,Who Gets Your Love,Margie Joseph,rnb,Shelbyville,14:32:02,Friday
42F23CAE,Let's Dance,Ibibio Sound Machine,dance,Shelbyville,13:52:10,Friday
9E2787AD,Edouard,Blind Delon,alternative,Shelbyville,09:56:44,Friday
6E794CCF,Look Outside,unknown,film,Shelbyville,21:50:56,Friday
B36D740,Corrupted Slaughtering Pt. 3,Peter Connelly,videogame,Shelbyville,13:19:59,Wednesday
39AA16CE,Curious,Kilo Kish,soul,Shelbyville,09:21:02,Monday
3DD090FC,Storm the Shores,White Wizzard,metal,Shelbyville,14:06:22,Wednesday
CD580999,Vacuum Cleaner,Tmsoft's White Noise Sleep Sounds,children,Shelbyville,08:58:54,Monday
40620243,Trumpsta,unknown,dance,Shelbyville,09:29:13,Wednesday
B572B6BD,Worth Everything Ever Wished for,The End Of The Ocean,postrock,Shelbyville,08:05:15,Monday
47BDA522,You're the Best,"Joe ""Bean"" Esposito",soundtrack,Shelbyville,21:27:11,Friday
E91754,80 90,Sound Sultan,world,Shelbyville,20:20:06,Monday
D3FFEB78,Who We Are,Jessika,pop,Shelbyville,13:43:13,Wednesday
779A908D,Meta-2,Yung Acid,electronic,Shelbyville,08:30:48,Monday
C8BAC104,I'm Wanderin',Kristina Train,pop,Shelbyville,09:40:49,Friday
CC3FD820,Sia-Sia,The Messenger,children,Shelbyville,20:20:39,Friday
11D3698F,Cielo De Un Solo Color,No Te Va Gustar,rock,Shelbyville,14:50:23,Friday
4F4ADBC3,Favorite,Leon Thomas,pop,Shelbyville,13:11:59,Wednesday
273689A0,Elemental,The Crying Spell,rock,Shelbyville,08:31:48,Wednesday
A0B8B604,No Better Feelin',CL,anime,Shelbyville,21:10:51,Wednesday
322082CD,Le corbeau et le renard,François Périer,children,Shelbyville,20:24:08,Wednesday
F303ECAC,As the World Keels Over,Dark Fortress,metal,Shelbyville,20:29:11,Monday
1A8E1EF7,Yellow Light,Pharrell Williams,anime,Shelbyville,13:16:14,Wednesday
EAF63815,Rollin' Down the Road,Evin Wolverton,folk,Shelbyville,21:22:50,Wednesday
FC6C72F6,Sine Reflections,unknown,psychedelic,Shelbyville,09:16:43,Wednesday
39F9CBA6,Everything to Me,Satl,electronic,Shelbyville,20:40:11,Monday
97033D23,Time With You,Sonny Fodera,dance,Shelbyville,08:46:33,Wednesday
196A83C4,WOW!,Daddy's Groove & Mindshake feat. Kris Kiss,dance,Shelbyville,14:32:51,Friday
AFAFB4D8,Values of Death,Cypecore,rock,Shelbyville,20:21:11,Friday
A93FDBFC,The Oneness Om,Ananda Giri,spiritual,Shelbyville,14:17:58,Wednesday
6C3F982F,What You Don't Want Me to Be,Lee Moses,rnb,Shelbyville,22:00:14,Monday
57CB3EDB,Equus,Corpo-Mente,indie,Shelbyville,08:24:10,Monday
47CADE92,Die (If You Stand in My Way),A Hero For The World,rock,Shelbyville,08:30:52,Monday
C1C230A7,Chevy Express,Deer Tick,alternative,Shelbyville,13:54:49,Friday
88C93B6F,Subaru,unknown,rusrap,Shelbyville,09:08:44,Wednesday
87CE023A,Sunset Blvd.,The Swing,rock,Shelbyville,21:47:08,Friday
5BD1C08E,Everything,Derek Pope,rap,Shelbyville,09:02:10,Wednesday
8EECB147,Blacklight Rush,Disarmonia Mundi,metal,Shelbyville,20:16:18,Monday
B5503D0C,The Holy Koran: Chapter 2 Al-Baqara (Verse 60-74),Shaykh Abdul Basit,muslim,Shelbyville,13:19:03,Monday
913D7444,PAYPAL,unknown,rusrap,Shelbyville,20:56:33,Wednesday
749E1F7A,Bad!,unknown,rnb,Shelbyville,20:01:20,Friday
AAE1B4B5,Ave Maria (Caccini),Argishty (Duduk),caucasian,Shelbyville,14:20:31,Wednesday
8B8821C1,Ola Ola,Niloo,pop,Shelbyville,08:03:07,Wednesday
A21D951A,Casablanca,Forrest.,dance,Shelbyville,13:33:43,Wednesday
5CC069AD,Lolita,POKRAPIVA,ruspop,Shelbyville,14:30:21,Wednesday
B36D740,Twisted Pixel,Christopher Young,videogame,Shelbyville,09:53:59,Wednesday
EFB2F08E,Christmas Love and You,Will Downing,jazz,Shelbyville,14:38:56,Friday
984AC1AA,Feelings,Solar Fields,electronic,Shelbyville,21:50:51,Wednesday
71DEF784,This Won't End Quietly,We The Committee,alternative,Shelbyville,13:39:31,Friday
83C76C99,Un'altra canzone Per noi,Fabrizio Moro,pop,Shelbyville,21:58:32,Wednesday
F78240FD,Meet Me on the Equinox,Lakeside Revival,pop,Shelbyville,14:13:45,Monday
2926BCA2,Mizantrop,Dessar,international,Shelbyville,21:11:01,Wednesday
AC45102,Million Effects,Palma Plaza,local,Shelbyville,14:11:17,Wednesday
1B0D7F23,World Needs Your Love,Nyusha,ruspop,Shelbyville,08:15:32,Friday
4D001042,Sugar Shack,unknown,pop,Shelbyville,08:14:33,Wednesday
F25144F9,I Love Your Smile,Shanice,pop,Shelbyville,13:38:41,Friday
5F13290B,Heaven Is A Halfpipe (If I Die),OPM,rock,Shelbyville,09:52:08,Wednesday
82A1C0F2,Force of the Fifth,ANCIENT MYTH,rock,Shelbyville,13:11:55,Wednesday
